"seqnames"	"starts"	"ends"	"names"	"scores"	"strands"	"pvalue..log10"	"fold_enrichment"	"qvalue..log10"	"V.30.SUMO"	"ICI.30.SUMO"	"ICI.180.SUMO"
"10281"	"chr15"	80984043	80984277	"peak_call/ICI_30_peak_3750"	56	"*"	8.58115	3.44669	5.62053	0	0	0
"10282"	"chr9"	117307575	117307840	"peak_call/ICI_30_peak_11411"	56	"*"	8.64953	3.72632	5.6877	0	0	0
"10283"	"chr11"	72524164	72524390	"peak_call/ICI_30_peak_1968"	56	"*"	8.63462	3.72076	5.67303	0	0	0
"10284"	"chr7"	80570723	80571029	"peak_call/ICI_30_peak_10226"	56	"*"	8.56819	3.44243	5.60778	0	1	0
"10285"	"chr12"	50914844	50915054	"peak_call/ICI_30_peak_2319"	56	"*"	8.61143	3.62087	5.65046	0	0	0
"10286"	"chr17"	73556242	73556477	"peak_call/ICI_30_peak_4967"	56	"*"	8.64225	2.81412	5.68063	0	0	0
"10287"	"chr3"	111500809	111501060	"peak_call/ICI_30_peak_7858"	56	"*"	8.63025	3.54234	5.66892	0	0	0
"10288"	"chr7"	57993939	57994220	"peak_call/ICI_30_peak_10157"	56	"*"	8.61983	1.65495	5.6588	0	0	1
"10289"	"chr1"	202718558	202718834	"peak_call/ICI_30_peak_779"	55	"*"	8.50591	2.95024	5.54644	1	0	0
"10290"	"chr14"	74253691	74254048	"peak_call/ICI_30_peak_3252"	55	"*"	8.50379	3.42133	5.54445	0	0	0
"10291"	"chr3"	188080367	188080589	"peak_call/ICI_30_peak_8152"	55	"*"	8.54675	3.36216	5.58671	0	0	0
"10292"	"chr11"	65535200	65535533	"peak_call/ICI_30_peak_1843"	55	"*"	8.54675	3.36216	5.58671	0	0	0
"10293"	"chr11"	84698864	84699104	"peak_call/ICI_30_peak_2033"	55	"*"	8.54945	2.91581	5.5893	0	1	0
"10294"	"chr6"	103242964	103243317	"peak_call/ICI_30_peak_9640"	55	"*"	8.4662	2.98754	5.50746	0	0	0
"10295"	"chr17"	62227735	62227946	"peak_call/ICI_30_peak_4850"	55	"*"	8.50373	2.6791	5.5444	0	0	0
"10296"	"chr10"	4768170	4768404	"peak_call/ICI_30_peak_1012"	55	"*"	8.4662	2.98754	5.50746	0	0	0
"10297"	"chr2"	45185916	45186319	"peak_call/ICI_30_peak_5897"	55	"*"	8.4955	3.49632	5.53626	0	0	0
"10298"	"chr14"	40740857	40741115	"peak_call/ICI_30_peak_3052"	55	"*"	8.485	3.34271	5.52613	0	0	0
"10299"	"chr20"	55243969	55244215	"peak_call/ICI_30_peak_6994"	55	"*"	8.54854	3.11262	5.5885	0	0	0
"10300"	"chr14"	74190508	74191125	"peak_call/ICI_30_peak_3243"	55	"*"	8.51085	3.1588	5.55132	0	0	0
"10301"	"chr15"	88070754	88070998	"peak_call/ICI_30_peak_3799"	55	"*"	8.485	3.34271	5.52613	0	0	0
"10302"	"chr15"	92345474	92345731	"peak_call/ICI_30_peak_3847"	55	"*"	8.4955	3.49632	5.53626	0	0	0
"10303"	"chr12"	118490319	118490537	"peak_call/ICI_30_peak_2608"	54	"*"	8.45058	3.65245	5.49219	0	0	0
"10304"	"chr14"	62035215	62035557	"peak_call/ICI_30_peak_3143"	54	"*"	8.41169	3.13089	5.45512	0	0	0
"10305"	"chr8"	142560012	142560418	"peak_call/ICI_30_peak_11027"	54	"*"	8.36844	3.45319	5.41387	0	0	0
"10306"	"chr10"	112678289	112678540	"peak_call/ICI_30_peak_1509"	54	"*"	8.45058	3.65245	5.49219	0	0	0
"10307"	"chrX"	122913695	122914051	"peak_call/ICI_30_peak_11891"	54	"*"	8.3574	3.6181	5.40388	0	0	0
"10308"	"chr10"	688301	688568	"peak_call/ICI_30_peak_993"	54	"*"	8.40112	3.5462	5.44469	0	0	0
"10309"	"chr8"	134582522	134583229	"peak_call/ICI_30_peak_10997"	54	"*"	8.40112	3.5462	5.44469	0	1	0
"10310"	"chr1"	200060328	200060611	"peak_call/ICI_30_peak_746"	54	"*"	8.43081	3.02807	5.47368	0	0	0
"10311"	"chr7"	100422880	100423097	"peak_call/ICI_30_peak_10303"	54	"*"	8.4527	3.40464	5.4942	0	0	0
"10312"	"chr8"	134467731	134468064	"peak_call/ICI_30_peak_10995"	54	"*"	8.36844	3.45319	5.41387	0	0	0
"10313"	"chr14"	104004950	104005382	"peak_call/ICI_30_peak_3452"	54	"*"	8.36844	3.45319	5.41387	0	0	0
"10314"	"chr19"	18873401	18873647	"peak_call/ICI_30_peak_5440"	54	"*"	8.40112	3.5462	5.44469	0	0	0
"10315"	"chr7"	142945879	142946438	"peak_call/ICI_30_peak_10486"	54	"*"	8.35673	3.17392	5.40323	0	0	0
"10316"	"chr8"	30361679	30361905	"peak_call/ICI_30_peak_10648"	54	"*"	8.40112	3.5462	5.44469	0	0	0
"10317"	"chr2"	129062319	129062682	"peak_call/ICI_30_peak_6200"	54	"*"	8.40112	3.5462	5.44469	0	0	0
"10318"	"chr12"	63992786	63993003	"peak_call/ICI_30_peak_2400"	54	"*"	8.37535	3.12069	5.42038	0	0	0
"10319"	"chr20"	47194655	47194918	"peak_call/ICI_30_peak_6894"	54	"*"	8.43191	2.14259	5.47478	0	0	0
"10320"	"chr7"	41619765	41620179	"peak_call/ICI_30_peak_10085"	54	"*"	8.45058	3.65245	5.49219	0	0	0
"10321"	"chr2"	130998809	130999028	"peak_call/ICI_30_peak_6211"	54	"*"	8.45058	3.65245	5.49219	0	0	0
"10322"	"chr9"	110152145	110152406	"peak_call/ICI_30_peak_11363"	54	"*"	8.36844	3.45319	5.41387	0	0	0
"10323"	"chr21"	22379971	22380198	"peak_call/ICI_30_peak_7139"	54	"*"	8.45058	3.65245	5.49219	0	0	0
"10324"	"chr17"	20078113	20078364	"peak_call/ICI_30_peak_4543"	54	"*"	8.35673	3.17392	5.40323	0	0	0
"10325"	"chr6"	36459364	36459609	"peak_call/ICI_30_peak_9455"	54	"*"	8.36844	3.45319	5.41387	0	0	0
"10326"	"chr15"	66292946	66293157	"peak_call/ICI_30_peak_3636"	54	"*"	8.40112	3.5462	5.44469	0	0	0
"10327"	"chr2"	119670797	119671005	"peak_call/ICI_30_peak_6157"	54	"*"	8.40112	3.5462	5.44469	0	0	0
"10328"	"chr12"	52217569	52217881	"peak_call/ICI_30_peak_2328"	54	"*"	8.43081	3.02807	5.47368	0	0	0
"10329"	"chr21"	45234364	45234693	"peak_call/ICI_30_peak_7287"	54	"*"	8.4003	3.07228	5.44469	0	0	0
"10330"	"chr8"	116951341	116951569	"peak_call/ICI_30_peak_10899"	54	"*"	8.40205	3.54653	5.44559	0	1	0
"10331"	"chr10"	592839	593172	"peak_call/ICI_30_peak_992"	54	"*"	8.41581	3.55139	5.45906	0	0	0
"10332"	"chr14"	68606779	68607131	"peak_call/ICI_30_peak_3192"	54	"*"	8.37535	3.12069	5.42038	0	0	0
"10333"	"chr6"	151389148	151389524	"peak_call/ICI_30_peak_9813"	54	"*"	8.40112	3.5462	5.44469	0	0	0
"10334"	"chr14"	74225470	74226211	"peak_call/ICI_30_peak_3248"	54	"*"	8.35673	3.17392	5.40323	0	1	0
"10335"	"chr6"	23213983	23214194	"peak_call/ICI_30_peak_9388"	54	"*"	8.40112	3.5462	5.44469	0	0	0
"10336"	"chr14"	61854980	61855210	"peak_call/ICI_30_peak_3134"	54	"*"	8.39939	3.18632	5.44423	0	0	0
"10337"	"chr11"	76288281	76288543	"peak_call/ICI_30_peak_1997"	54	"*"	8.36844	3.45319	5.41387	0	0	0
"10338"	"chr17"	46581251	46581520	"peak_call/ICI_30_peak_4670"	54	"*"	8.44641	2.52349	5.48914	0	0	0
"10339"	"chr5"	148508761	148509085	"peak_call/ICI_30_peak_9089"	54	"*"	8.40112	3.5462	5.44469	1	1	0
"10340"	"chr14"	104094555	104094835	"peak_call/ICI_30_peak_3456"	54	"*"	8.37535	3.12069	5.42038	0	0	0
"10341"	"chr2"	47290661	47290962	"peak_call/ICI_30_peak_5919"	54	"*"	8.45058	3.65245	5.49219	0	0	0
"10342"	"chr4"	8535741	8535964	"peak_call/ICI_30_peak_8314"	54	"*"	8.40112	3.5462	5.44469	0	0	0
"10343"	"chr6"	90372601	90372877	"peak_call/ICI_30_peak_9624"	54	"*"	8.36844	3.45319	5.41387	0	0	0
"10344"	"chr20"	46843607	46843838	"peak_call/ICI_30_peak_6881"	54	"*"	8.37395	2.11102	5.41931	0	1	0
"10345"	"chr17"	16575309	16575643	"peak_call/ICI_30_peak_4505"	54	"*"	8.45058	3.65245	5.49219	0	0	0
"10346"	"chrUn_gl000225"	11884	12091	"peak_call/ICI_30_peak_11676"	54	"*"	8.38713	2.28327	5.4321	0	0	0
"10347"	"chr5"	176241642	176241854	"peak_call/ICI_30_peak_9210"	54	"*"	8.40112	3.5462	5.44469	0	0	0
"10348"	"chr19"	32046664	32047000	"peak_call/ICI_30_peak_5477"	54	"*"	8.45058	3.65245	5.49219	0	0	0
"10349"	"chr2"	10688845	10689125	"peak_call/ICI_30_peak_5747"	54	"*"	8.45058	3.65245	5.49219	0	0	0
"10350"	"chr7"	156671945	156672161	"peak_call/ICI_30_peak_10541"	54	"*"	8.40112	3.5462	5.44469	0	1	0
"10351"	"chr5"	179322725	179323112	"peak_call/ICI_30_peak_9237"	54	"*"	8.4003	3.07228	5.44469	0	0	0
"10352"	"chr6"	76159486	76159808	"peak_call/ICI_30_peak_9580"	54	"*"	8.4003	3.07228	5.44469	1	0	0
"10353"	"chr20"	23341732	23342186	"peak_call/ICI_30_peak_6708"	54	"*"	8.45058	3.65245	5.49219	0	0	0
"10354"	"chr7"	20268386	20268643	"peak_call/ICI_30_peak_10005"	54	"*"	8.43081	3.02807	5.47368	0	0	0
"10355"	"chr7"	99938912	99939133	"peak_call/ICI_30_peak_10296"	54	"*"	8.43081	3.02807	5.47368	0	0	0
"10356"	"chr9"	125559248	125559505	"peak_call/ICI_30_peak_11438"	54	"*"	8.45725	3.56605	5.49873	0	0	0
"10357"	"chr17"	81180077	81180315	"peak_call/ICI_30_peak_5086"	54	"*"	8.40112	3.5462	5.44469	0	0	0
"10358"	"chr9"	117787395	117787706	"peak_call/ICI_30_peak_11415"	54	"*"	8.35673	3.17392	5.40323	0	0	0
"10359"	"chr2"	75819207	75819426	"peak_call/ICI_30_peak_6009"	53	"*"	8.27951	3.50338	5.32928	0	0	0
"10360"	"chr7"	148903176	148903391	"peak_call/ICI_30_peak_10497"	53	"*"	8.34543	3.23275	5.39315	0	0	0
"10361"	"chr8"	107620649	107621086	"peak_call/ICI_30_peak_10884"	53	"*"	8.34294	3.00502	5.39133	0	0	0
"10362"	"chr9"	101770380	101770765	"peak_call/ICI_30_peak_11346"	53	"*"	8.3426	3.29809	5.391	0	0	0
"10363"	"chr12"	33176775	33176984	"peak_call/ICI_30_peak_2254"	53	"*"	8.34543	3.23275	5.39315	0	0	0
"10364"	"chr5"	176414065	176414284	"peak_call/ICI_30_peak_9215"	53	"*"	8.34543	3.23275	5.39315	0	0	0
"10365"	"chr6"	17116098	17116386	"peak_call/ICI_30_peak_9360"	53	"*"	8.34313	3.61286	5.39133	0	0	0
"10366"	"chr9"	83294258	83294504	"peak_call/ICI_30_peak_11222"	53	"*"	8.3266	3.3636	5.37575	0	0	0
"10367"	"chr6"	12372010	12372347	"peak_call/ICI_30_peak_9332"	53	"*"	8.34313	3.61286	5.39133	0	0	0
"10368"	"chr17"	64011218	64011788	"peak_call/ICI_30_peak_4872"	53	"*"	8.3523	2.53253	5.39919	0	0	0
"10369"	"chr13"	43123320	43123544	"peak_call/ICI_30_peak_2840"	53	"*"	8.34313	3.61286	5.39133	0	0	0
"10370"	"chr3"	4397195	4397586	"peak_call/ICI_30_peak_7530"	53	"*"	8.3426	3.29809	5.391	0	0	0
"10371"	"chr10"	71661392	71661666	"peak_call/ICI_30_peak_1311"	53	"*"	8.3426	3.29809	5.391	0	0	0
"10372"	"chr3"	154074010	154074263	"peak_call/ICI_30_peak_8020"	53	"*"	8.3426	3.29809	5.391	0	0	0
"10373"	"chr3"	158762387	158762738	"peak_call/ICI_30_peak_8036"	53	"*"	8.27951	3.50338	5.32928	0	0	0
"10374"	"chr7"	38313260	38313477	"peak_call/ICI_30_peak_10072"	53	"*"	8.34543	3.23275	5.39315	0	0	0
"10375"	"chr15"	90328290	90328534	"peak_call/ICI_30_peak_3819"	53	"*"	8.33369	3.52243	5.38278	0	0	0
"10376"	"chr2"	169820762	169821079	"peak_call/ICI_30_peak_6334"	53	"*"	8.34968	3.37109	5.39662	0	0	0
"10377"	"chr2"	44330757	44330994	"peak_call/ICI_30_peak_5895"	53	"*"	8.30655	3.51288	5.35594	0	0	0
"10378"	"chr14"	73558653	73558882	"peak_call/ICI_30_peak_3237"	53	"*"	8.28921	3.35148	5.33888	0	0	0
"10379"	"chr3"	9246015	9246261	"peak_call/ICI_30_peak_7553"	53	"*"	8.29097	3.28198	5.34059	0	0	0
"10380"	"chr15"	78196580	78196842	"peak_call/ICI_30_peak_3728"	53	"*"	8.34313	3.61286	5.39133	0	0	0
"10381"	"chr1"	174553251	174553477	"peak_call/ICI_30_peak_657"	53	"*"	8.26603	3.49865	5.31612	0	0	0
"10382"	"chr17"	19840654	19840926	"peak_call/ICI_30_peak_4541"	53	"*"	8.27951	3.50338	5.32928	0	0	0
"10383"	"chr19"	46070969	46071394	"peak_call/ICI_30_peak_5601"	53	"*"	8.3426	3.29809	5.391	0	0	0
"10384"	"chr20"	50077255	50077554	"peak_call/ICI_30_peak_6954"	53	"*"	8.27158	2.73267	5.3216	0	0	0
"10385"	"chr3"	123414091	123414375	"peak_call/ICI_30_peak_7886"	53	"*"	8.3426	3.29809	5.391	0	0	0
"10386"	"chr20"	46636099	46636310	"peak_call/ICI_30_peak_6874"	53	"*"	8.25699	1.84715	5.30718	0	0	0
"10387"	"chr5"	117475256	117475472	"peak_call/ICI_30_peak_8938"	53	"*"	8.3266	3.3636	5.37575	0	0	0
"10388"	"chr9"	91556381	91556873	"peak_call/ICI_30_peak_11268"	53	"*"	8.34313	3.61286	5.39133	0	0	0
"10389"	"chr14"	69681163	69681483	"peak_call/ICI_30_peak_3208"	53	"*"	8.34543	3.23275	5.39315	0	0	0
"10390"	"chr7"	123300483	123300711	"peak_call/ICI_30_peak_10392"	53	"*"	8.3426	3.29809	5.391	0	0	0
"10391"	"chr20"	25290960	25291203	"peak_call/ICI_30_peak_6731"	53	"*"	8.27951	3.50338	5.32928	0	0	0
"10392"	"chr5"	132299375	132299644	"peak_call/ICI_30_peak_8993"	53	"*"	8.34968	3.37109	5.39662	0	0	0
"10393"	"chr7"	106005808	106006043	"peak_call/ICI_30_peak_10343"	53	"*"	8.26737	3.2093	5.31744	0	0	0
"10394"	"chr10"	33299111	33299328	"peak_call/ICI_30_peak_1176"	53	"*"	8.3426	3.29809	5.391	0	0	0
"10395"	"chr7"	107655493	107655813	"peak_call/ICI_30_peak_10349"	53	"*"	8.27158	2.73267	5.3216	0	0	0
"10396"	"chr7"	1928539	1928776	"peak_call/ICI_30_peak_9919"	53	"*"	8.3426	3.29809	5.391	0	0	0
"10397"	"chr14"	35860023	35860556	"peak_call/ICI_30_peak_3029"	53	"*"	8.3426	3.29809	5.391	0	0	0
"10398"	"chr14"	92040440	92040681	"peak_call/ICI_30_peak_3343"	53	"*"	8.32695	3.2932	5.37609	0	0	0
"10399"	"chr20"	60986766	60987089	"peak_call/ICI_30_peak_7059"	52	"*"	8.16427	3.06176	5.21583	0	0	0
"10400"	"chr3"	14474658	14474898	"peak_call/ICI_30_peak_7596"	52	"*"	8.18417	3.24878	5.23541	0	0	0
"10401"	"chr17"	55447574	55447848	"peak_call/ICI_30_peak_4740"	52	"*"	8.2209	2.56263	5.27152	0	0	0
"10402"	"chr6"	93652380	93652868	"peak_call/ICI_30_peak_9629"	52	"*"	8.20211	3.56122	5.25298	0	0	0
"10403"	"chr1"	175147703	175147917	"peak_call/ICI_30_peak_659"	52	"*"	8.20811	3.39916	5.25888	0	0	0
"10404"	"chr14"	106309724	106310052	"peak_call/ICI_30_peak_3511"	52	"*"	8.23007	3.57143	5.28059	0	0	0
"10405"	"chr17_gl000205_random"	86090	86486	"peak_call/ICI_30_peak_5090"	52	"*"	8.16788	2.3821	5.2194	0	0	0
"10406"	"chr20"	45609917	45610152	"peak_call/ICI_30_peak_6843"	52	"*"	8.18785	3.12508	5.23903	0	0	0
"10407"	"chr5"	176249193	176249608	"peak_call/ICI_30_peak_9211"	52	"*"	8.18417	3.24878	5.23541	0	0	0
"10408"	"chr20"	56843433	56843706	"peak_call/ICI_30_peak_7028"	52	"*"	8.1909	2.45328	5.24203	0	0	0
"10409"	"chr14"	106067007	106067265	"peak_call/ICI_30_peak_3499"	52	"*"	8.20211	3.56122	5.25298	0	0	0
"10410"	"chr8"	96108560	96109082	"peak_call/ICI_30_peak_10810"	52	"*"	8.20071	3.01835	5.25177	0	0	0
"10411"	"chr11"	84899156	84899369	"peak_call/ICI_30_peak_2036"	52	"*"	8.17605	3.18198	5.22747	0	0	0
"10412"	"chr5"	66528778	66528989	"peak_call/ICI_30_peak_8817"	52	"*"	8.23374	3.40777	5.28412	0	0	0
"10413"	"chr3"	161120180	161120602	"peak_call/ICI_30_peak_8049"	52	"*"	8.21118	2.75606	5.26188	0	0	0
"10414"	"chr21"	46489990	46490197	"peak_call/ICI_30_peak_7317"	52	"*"	8.22181	2.97338	5.27239	0	0	0
"10415"	"chr1"	184486348	184486586	"peak_call/ICI_30_peak_711"	52	"*"	8.22735	3.33148	5.2779	0	0	0
"10416"	"chr15"	90776536	90776793	"peak_call/ICI_30_peak_3835"	52	"*"	8.23007	3.57143	5.28059	0	0	0
"10417"	"chr5"	178058170	178058415	"peak_call/ICI_30_peak_9232"	52	"*"	8.16605	3.31171	5.21759	0	0	0
"10418"	"chr12"	18768987	18769198	"peak_call/ICI_30_peak_2232"	51	"*"	8.12677	3.62395	5.17883	0	0	0
"10419"	"chr17"	73016556	73016777	"peak_call/ICI_30_peak_4950"	51	"*"	8.0461	3.59339	5.11192	0	0	0
"10420"	"chr16"	78782456	78782687	"peak_call/ICI_30_peak_4248"	51	"*"	8.04508	3.27287	5.11093	0	0	0
"10421"	"chr16"	65448366	65448637	"peak_call/ICI_30_peak_4156"	51	"*"	8.12677	3.62395	5.17883	0	0	0
"10422"	"chr6"	119121750	119121961	"peak_call/ICI_30_peak_9700"	51	"*"	8.12677	3.62395	5.17883	0	0	0
"10423"	"chr1"	227730017	227730248	"peak_call/ICI_30_peak_901"	51	"*"	8.12677	3.62395	5.17883	0	0	0
"10424"	"chr22"	24990667	24990877	"peak_call/ICI_30_peak_7391"	51	"*"	8.12677	3.62395	5.17883	0	0	0
"10425"	"chr5"	68504386	68504713	"peak_call/ICI_30_peak_8827"	51	"*"	8.12677	3.62395	5.17883	0	0	0
"10426"	"chr10"	113813859	113814095	"peak_call/ICI_30_peak_1511"	51	"*"	8.12677	3.62395	5.17883	0	0	0
"10427"	"chr11"	69045592	69045828	"peak_call/ICI_30_peak_1918"	51	"*"	8.06409	3.51104	5.12956	0	0	0
"10428"	"chr11"	10072134	10072384	"peak_call/ICI_30_peak_1666"	51	"*"	8.12677	3.62395	5.17883	0	0	0
"10429"	"chr13"	71444164	71444399	"peak_call/ICI_30_peak_2884"	51	"*"	8.12677	3.62395	5.17883	0	0	0
"10430"	"chr2"	101720441	101720686	"peak_call/ICI_30_peak_6093"	51	"*"	8.12677	3.62395	5.17883	0	0	0
"10431"	"chr11"	9113377	9113608	"peak_call/ICI_30_peak_1661"	51	"*"	8.12677	3.62395	5.17883	0	0	0
"10432"	"chr9"	137252126	137252395	"peak_call/ICI_30_peak_11572"	51	"*"	8.12677	3.62395	5.17883	0	0	0
"10433"	"chr15"	65347607	65347817	"peak_call/ICI_30_peak_3632"	51	"*"	8.07472	3.60422	5.14001	0	0	0
"10434"	"chr2"	130902593	130902844	"peak_call/ICI_30_peak_6206"	51	"*"	8.12677	3.62395	5.17883	0	0	0
"10435"	"chr19"	49004613	49004822	"peak_call/ICI_30_peak_5643"	51	"*"	8.12677	3.62395	5.17883	0	0	0
"10436"	"chr20"	30575526	30575774	"peak_call/ICI_30_peak_6750"	51	"*"	8.12677	3.62395	5.17883	0	0	0
"10437"	"chr1"	22182299	22182652	"peak_call/ICI_30_peak_168"	51	"*"	8.12677	3.62395	5.17883	0	0	0
"10438"	"chr15"	65570974	65571246	"peak_call/ICI_30_peak_3633"	51	"*"	8.12677	3.62395	5.17883	0	0	0
"10439"	"chr2"	98744128	98744352	"peak_call/ICI_30_peak_6072"	51	"*"	8.12677	3.62395	5.17883	0	0	0
"10440"	"chr13"	96891140	96891432	"peak_call/ICI_30_peak_2901"	51	"*"	8.12677	3.62395	5.17883	0	0	0
"10441"	"chr4"	108788618	108788858	"peak_call/ICI_30_peak_8497"	51	"*"	8.12677	3.62395	5.17883	0	0	0
"10442"	"chr11"	12271145	12271554	"peak_call/ICI_30_peak_1676"	51	"*"	8.12677	3.62395	5.17883	0	0	0
"10443"	"chr11"	199914	200168	"peak_call/ICI_30_peak_1631"	51	"*"	8.12677	3.62395	5.17883	0	0	0
"10444"	"chr6"	148766326	148766592	"peak_call/ICI_30_peak_9797"	51	"*"	8.12677	3.62395	5.17883	0	0	0
"10445"	"chr15"	62360808	62361016	"peak_call/ICI_30_peak_3599"	51	"*"	8.12677	3.62395	5.17883	0	0	0
"10446"	"chr2"	127634256	127634523	"peak_call/ICI_30_peak_6188"	51	"*"	8.12677	3.62395	5.17883	0	0	0
"10447"	"chr11"	67241742	67242152	"peak_call/ICI_30_peak_1881"	51	"*"	8.12677	3.62395	5.17883	0	0	0
"10448"	"chr1"	32166728	32167206	"peak_call/ICI_30_peak_233"	51	"*"	8.12677	3.62395	5.17883	0	0	0
"10449"	"chr2"	60321542	60321943	"peak_call/ICI_30_peak_5943"	51	"*"	8.12677	3.62395	5.17883	0	0	0
"10450"	"chr12"	109834318	109834532	"peak_call/ICI_30_peak_2551"	51	"*"	8.12677	3.62395	5.17883	0	0	0
"10451"	"chr7"	155161523	155161817	"peak_call/ICI_30_peak_10521"	51	"*"	8.12677	3.62395	5.17883	0	0	0
"10452"	"chr2"	121822697	121822930	"peak_call/ICI_30_peak_6183"	51	"*"	8.12677	3.62395	5.17883	0	0	0
"10453"	"chr2"	114634007	114634304	"peak_call/ICI_30_peak_6150"	51	"*"	8.12677	3.62395	5.17883	0	0	0
"10454"	"chr9"	74296475	74296986	"peak_call/ICI_30_peak_11196"	51	"*"	8.12677	3.62395	5.17883	0	0	0
"10455"	"chr2"	54806979	54807210	"peak_call/ICI_30_peak_5932"	51	"*"	8.12677	3.62395	5.17883	0	0	0
"10456"	"chr7"	76637405	76637803	"peak_call/ICI_30_peak_10217"	51	"*"	8.12677	3.62395	5.17883	0	0	0
"10457"	"chr17"	79316844	79317129	"peak_call/ICI_30_peak_5050"	51	"*"	8.12677	3.62395	5.17883	1	1	1
"10458"	"chr10"	28971190	28971694	"peak_call/ICI_30_peak_1132"	51	"*"	8.0461	3.59339	5.11192	0	0	0
"10459"	"chr2"	211994863	211995103	"peak_call/ICI_30_peak_6448"	51	"*"	8.12677	3.62395	5.17883	0	0	0
"10460"	"chr9"	31045878	31046106	"peak_call/ICI_30_peak_11131"	51	"*"	8.12677	3.62395	5.17883	0	0	0
"10461"	"chr10"	97023613	97023908	"peak_call/ICI_30_peak_1443"	51	"*"	8.12677	3.62395	5.17883	0	0	0
"10462"	"chr16"	4838723	4839015	"peak_call/ICI_30_peak_3991"	51	"*"	8.12677	3.62395	5.17883	0	0	0
"10463"	"chr5"	118014003	118014243	"peak_call/ICI_30_peak_8940"	51	"*"	8.12677	3.62395	5.17883	0	0	0
"10464"	"chr9"	131058007	131058238	"peak_call/ICI_30_peak_11498"	51	"*"	8.12677	3.62395	5.17883	0	0	0
"10465"	"chr7"	3470150	3470503	"peak_call/ICI_30_peak_9949"	51	"*"	8.05639	3.3484	5.12213	0	0	0
"10466"	"chr5"	134844150	134844471	"peak_call/ICI_30_peak_9020"	51	"*"	8.12677	3.62395	5.17883	0	0	0
"10467"	"chr1"	223351047	223351254	"peak_call/ICI_30_peak_871"	51	"*"	8.12677	3.62395	5.17883	0	0	0
"10468"	"chr7"	139471676	139471948	"peak_call/ICI_30_peak_10472"	51	"*"	8.08114	3.28442	5.14628	0	0	0
"10469"	"chr10"	86122034	86122281	"peak_call/ICI_30_peak_1397"	51	"*"	8.12677	3.62395	5.17883	0	0	0
"10470"	"chr8"	18861382	18861658	"peak_call/ICI_30_peak_10602"	51	"*"	8.12677	3.62395	5.17883	0	0	0
"10471"	"chr16"	53453119	53453334	"peak_call/ICI_30_peak_4128"	51	"*"	8.12677	3.62395	5.17883	0	0	0
"10472"	"chr1"	911606	911890	"peak_call/ICI_30_peak_2"	51	"*"	8.12677	3.62395	5.17883	0	0	0
"10473"	"chr2"	85968640	85969278	"peak_call/ICI_30_peak_6023"	51	"*"	8.12677	3.62395	5.17883	0	0	0
"10474"	"chr19"	35762442	35762694	"peak_call/ICI_30_peak_5512"	51	"*"	8.12677	3.62395	5.17883	0	0	0
"10475"	"chr17"	26130327	26130592	"peak_call/ICI_30_peak_4563"	51	"*"	8.12677	3.62395	5.17883	0	0	0
"10476"	"chr22"	28820773	28821127	"peak_call/ICI_30_peak_7404"	51	"*"	8.12677	3.62395	5.17883	0	0	0
"10477"	"chr20"	47110583	47110790	"peak_call/ICI_30_peak_6890"	51	"*"	8.0986	2.10134	5.16346	0	0	0
"10478"	"chr1"	2379384	2379635	"peak_call/ICI_30_peak_28"	51	"*"	8.12677	3.62395	5.17883	0	0	0
"10479"	"chr10"	61639134	61639444	"peak_call/ICI_30_peak_1263"	51	"*"	8.12677	3.62395	5.17883	0	0	0
"10480"	"chr1"	17630756	17630973	"peak_call/ICI_30_peak_129"	51	"*"	8.12677	3.62395	5.17883	0	0	0
"10481"	"chr7"	131935883	131936153	"peak_call/ICI_30_peak_10436"	51	"*"	8.12677	3.62395	5.17883	0	0	0
"10482"	"chr1"	81384058	81384381	"peak_call/ICI_30_peak_380"	51	"*"	8.12677	3.62395	5.17883	0	0	0
"10483"	"chr19"	4057985	4058211	"peak_call/ICI_30_peak_5279"	51	"*"	8.12677	3.62395	5.17883	0	0	0
"10484"	"chr17"	80056810	80057028	"peak_call/ICI_30_peak_5061"	51	"*"	8.12677	3.62395	5.17883	0	0	0
"10485"	"chr10"	22184510	22184737	"peak_call/ICI_30_peak_1104"	51	"*"	8.12677	3.62395	5.17883	0	0	0
"10486"	"chr10"	88727981	88728411	"peak_call/ICI_30_peak_1406"	51	"*"	8.12677	3.62395	5.17883	0	0	0
"10487"	"chr3"	57578070	57578308	"peak_call/ICI_30_peak_7746"	51	"*"	8.12677	3.62395	5.17883	0	0	0
"10488"	"chr5"	1540107	1540351	"peak_call/ICI_30_peak_8656"	51	"*"	8.12677	3.62395	5.17883	0	0	0
"10489"	"chr12"	6961532	6961758	"peak_call/ICI_30_peak_2191"	51	"*"	8.12677	3.62395	5.17883	0	0	0
"10490"	"chr1"	156737084	156737304	"peak_call/ICI_30_peak_608"	51	"*"	8.12677	3.62395	5.17883	0	0	0
"10491"	"chr9"	115598777	115598983	"peak_call/ICI_30_peak_11398"	51	"*"	8.12677	3.62395	5.17883	0	0	0
"10492"	"chr9"	37974577	37974788	"peak_call/ICI_30_peak_11170"	51	"*"	8.12677	3.62395	5.17883	0	0	0
"10493"	"chr13"	50135079	50135399	"peak_call/ICI_30_peak_2863"	51	"*"	8.12677	3.62395	5.17883	0	0	0
"10494"	"chr12"	125166418	125166696	"peak_call/ICI_30_peak_2693"	51	"*"	8.12677	3.62395	5.17883	0	0	0
